prdtypecode,text,clean_text,codes
2585,"sep,arriere,ghe,superchief,ihf,","['sep', 'arriere', 'ghe', 'superchief', 'ihf']",24
2060,"aplique,murale,blanche,aurea,coloris,blanc,hauteur,largeur,longueur,type,ampoules,smd,led,puissance,ampoules,incluses,oui,température,couleur,led,flux,lumineux,lumens,efficacité,énergétique,iee,poids,kilos,classe,protection","['aplique', 'murale', 'blanche', 'aurea', 'coloris', 'blanc', 'hauteur', 'largeur', 'longueur', 'type', 'ampoules', 'smd', 'led', 'puissance', 'ampoules', 'incluses', 'oui', 'température', 'couleur', 'led', 'flux', 'lumineux', 'lumens', 'efficacité', 'énergétique', 'iee', 'poids', 'kilos', 'classe', 'protection']",16
50,"qkz,intra,auriculaire,filaire,universal,écouteurs,hifi,écouteurs,micro,main,features,quatre,unités,coaxiales,écouteurs,hifi,double,cavité,résonance,helmholtz,membrane,graph,force,basse,choquant,conviviale,conception,ligne,mise,niveau,conception,fil,plug,fonction,casque,subtilement,élargi,module,bluetooth,peut,tre,mis,niveau,écouteur,bluetooth,cristal,cavité,résine,transparente,oxyg,haute,pureté,argent,plaqué,cuivre,sans,fil,broches,standard,plaqué,plaqué,utilisez,données,scientifiques,grandes,concevoir,expérience,port,confortable,soucis","['qkz', 'intra', 'auriculaire', 'filaire', 'universal', 'écouteurs', 'hifi', 'écouteurs', 'micro', 'main', 'features', 'quatre', 'unités', 'coaxiales', 'écouteurs', 'hifi', 'double', 'cavité', 'résonance', 'helmholtz', 'membrane', 'graph', 'force', 'basse', 'choquant', 'conviviale', 'conception', 'ligne', 'mise', 'niveau', 'conception', 'fil', 'plug', 'fonction', 'casque', 'subtilement', 'élargi', 'module', 'bluetooth', 'peut', 'tre', 'mis', 'niveau', 'écouteur', 'bluetooth', 'cristal', 'cavité', 'résine', 'transparente', 'oxyg', 'haute', 'pureté', 'argent', 'plaqué', 'cuivre', 'sans', 'fil', 'broches', 'standard', 'plaqué', 'plaqué', 'utilisez', 'données', 'scientifiques', 'grandes', 'concevoir', 'expérience', 'port', 'confortable', 'soucis']",2
2582,"banc,jardin,banquette,polyrotin,gris,coussin,gris,mdj,banc,jardin,banquette,polyrotin,gris,coussin,gris,accoudoirs,tissu,coussin,zip,hydrofuge,polyester,cadre,acier,robuste,résistant,dimensions,hauteur,largeur,profondeur,hauteur,coussin,hauteur,assise,coussin,hauteur,dossier,partir,hauteur,accoudoirs,partir,hauteur,accoudoirs,partir,sol,faisons,expédition,corse,inclue,monaco,dom,tom,décoshop,mdj","['banc', 'jardin', 'banquette', 'polyrotin', 'gris', 'coussin', 'gris', 'mdj', 'banc', 'jardin', 'banquette', 'polyrotin', 'gris', 'coussin', 'gris', 'accoudoirs', 'tissu', 'coussin', 'zip', 'hydrofuge', 'polyester', 'cadre', 'acier', 'robuste', 'résistant', 'dimensions', 'hauteur', 'largeur', 'profondeur', 'hauteur', 'coussin', 'hauteur', 'assise', 'coussin', 'hauteur', 'dossier', 'partir', 'hauteur', 'accoudoirs', 'partir', 'hauteur', 'accoudoirs', 'partir', 'sol', 'faisons', 'expédition', 'corse', 'inclue', 'monaco', 'dom', 'tom', 'décoshop', 'mdj']",22
2583,"intex,couverture,piscine,rectangulaire,cette,couverture,piscine,rectangulaire,marque,intex,spécialement,développée,piscines,swim,center,family,marque,intex,cette,couverture,durable,prot,piscine,saleté,insectes,débris,lorsque,piscine,utilisée,peut,tre,fermement,attachée,facilement,retirée,piscine,couleur,gris,matériau,polyéthyl,surplomb,convient,série,piscines,swim,center,family,marque,intex,color,gris","['intex', 'couverture', 'piscine', 'rectangulaire', 'cette', 'couverture', 'piscine', 'rectangulaire', 'marque', 'intex', 'spécialement', 'développée', 'piscines', 'swim', 'center', 'family', 'marque', 'intex', 'cette', 'couverture', 'durable', 'prot', 'piscine', 'saleté', 'insectes', 'débris', 'lorsque', 'piscine', 'utilisée', 'peut', 'tre', 'fermement', 'attachée', 'facilement', 'retirée', 'piscine', 'couleur', 'gris', 'matériau', 'polyéthyl', 'surplomb', 'convient', 'série', 'piscines', 'swim', 'center', 'family', 'marque', 'intex', 'color', 'gris']",23
2583,"che,barres,piscine,sable,couvertures,barres,alu,anodisé,couvertures,sécurité,saisons,conforme,norme,parfaitement,adaptée,utilisation,quotidienne,printemps,pendant,permet,également,hiverner,piscine,toute,tranquillité,retrouver,eau,claire,arrivée,beaux,jours","['che', 'barres', 'piscine', 'sable', 'couvertures', 'barres', 'alu', 'anodisé', 'couvertures', 'sécurité', 'saisons', 'conforme', 'norme', 'parfaitement', 'adaptée', 'utilisation', 'quotidienne', 'printemps', 'pendant', 'permet', 'également', 'hiverner', 'piscine', 'toute', 'tranquillité', 'retrouver', 'eau', 'claire', 'arrivée', 'beaux', 'jours']",23
2060,"gubi,lampe,suspension,ronde,pigeon,aluminium,ronde,gubi,archétype,traditionnel,lampe,suspension,forme,cloche,abat,jour,aluminium,détail,unique,ronde,gubi,ouverture,haut,col,proéminent,rappelle,jarre,vase,amphore,design,lumi,répand,hors,ouverture,forme,bec,diffusant,lumi,agréable,monte,vers,tige,plafond,ronde,beaucoup,langues,mot,cercle,circulaire,rotation,aussi,espace,creux,plat,utilisé,technique,travail,tour,métal,tournant,autour,corps,moule,dessinant,silhouette,tridimensionnelle,ampoule,max,halogen,base,incluse,dimension,longueur,fil,environ","['gubi', 'lampe', 'suspension', 'ronde', 'pigeon', 'aluminium', 'ronde', 'gubi', 'archétype', 'traditionnel', 'lampe', 'suspension', 'forme', 'cloche', 'abat', 'jour', 'aluminium', 'détail', 'unique', 'ronde', 'gubi', 'ouverture', 'haut', 'col', 'proéminent', 'rappelle', 'jarre', 'vase', 'amphore', 'design', 'lumi', 'répand', 'hors', 'ouverture', 'forme', 'bec', 'diffusant', 'lumi', 'agréable', 'monte', 'vers', 'tige', 'plafond', 'ronde', 'beaucoup', 'langues', 'mot', 'cercle', 'circulaire', 'rotation', 'aussi', 'espace', 'creux', 'plat', 'utilisé', 'technique', 'travail', 'tour', 'métal', 'tournant', 'autour', 'corps', 'moule', 'dessinant', 'silhouette', 'tridimensionnelle', 'ampoule', 'max', 'halogen', 'base', 'incluse', 'dimension', 'longueur', 'fil', 'environ']",16
40,"assassin,creed,brotherhood,assassin,creed,revelations,import,anglais,jeu,attention,produit,import,informations,langues,sous,titres,apparaissent,cette,fiche,produit,éditeur,fournies,néanmoins,grande,majorité,cas,existe,langue,sous,titres,fran,ais,imports","['assassin', 'creed', 'brotherhood', 'assassin', 'creed', 'revelations', 'import', 'anglais', 'jeu', 'attention', 'produit', 'import', 'informations', 'langues', 'sous', 'titres', 'apparaissent', 'cette', 'fiche', 'produit', 'éditeur', 'fournies', 'néanmoins', 'grande', 'majorité', 'cas', 'existe', 'langue', 'sous', 'titres', 'fran', 'ais', 'imports']",1
1140,"dragon,ball,ichiban,kuji,songoku,super,instinct,","['dragon', 'ball', 'ichiban', 'kuji', 'songoku', 'super', 'instinct']",4
1300,"maquette,avion,pgytech,adaptateur,trépied,accessoires,extension,interface,dji,osmo,action,scy,générique,pgytech,tripod,adapterexpansion,accessories,interface,dji,osmo,action,camerafeature,quickly,switchusage,scenariosconfigure,theadapter,card,slot,osmo,action,paste,base,female,precision,snap,toachieve,fast,switching,different,equipment,adaptersdesigned,osmoaction,external,adapters,extended,functionalitystandard,ptz,quickplate,interfacethe,adapter,isequipped,tripod,quick,loading,plate,interface,connectedto,pan,tilt,tripod,wearing,quick,loading,plateaction,camerauniversal,interfacewith,universalinterface,interface,adapter,achieve,connection,externalequipment,camera,universal,interfacebuilt,nutfor,connection,external,screw,photographic,equipmentbrand,name,pgytechmodel,number,djiosmo,pocket,gopro,convertermaterial,absunit,type,piecemainmaterial,abstripodadapter,mmuniversal,screw,mmpackage,list,tripod,adapter,universal,screw","['maquette', 'avion', 'pgytech', 'adaptateur', 'trépied', 'accessoires', 'extension', 'interface', 'dji', 'osmo', 'action', 'scy', 'générique', 'pgytech', 'tripod', 'adapterexpansion', 'accessories', 'interface', 'dji', 'osmo', 'action', 'camerafeature', 'quickly', 'switchusage', 'scenariosconfigure', 'theadapter', 'card', 'slot', 'osmo', 'action', 'paste', 'base', 'female', 'precision', 'snap', 'toachieve', 'fast', 'switching', 'different', 'equipment', 'adaptersdesigned', 'osmoaction', 'external', 'adapters', 'extended', 'functionalitystandard', 'ptz', 'quickplate', 'interfacethe', 'adapter', 'isequipped', 'tripod', 'quick', 'loading', 'plate', 'interface', 'connectedto', 'pan', 'tilt', 'tripod', 'wearing', 'quick', 'loading', 'plateaction', 'camerauniversal', 'interfacewith', 'universalinterface', 'interface', 'adapter', 'achieve', 'connection', 'externalequipment', 'camera', 'universal', 'interfacebuilt', 'nutfor', 'connection', 'external', 'screw', 'photographic', 'equipmentbrand', 'name', 'pgytechmodel', 'number', 'djiosmo', 'pocket', 'gopro', 'convertermaterial', 'absunit', 'type', 'piecemainmaterial', 'abstripodadapter', 'mmuniversal', 'screw', 'mmpackage', 'list', 'tripod', 'adapter', 'universal', 'screw']",9
1280,"sitting,bean,bag,snow,leopard,fiesta,pitem,descriptionsinformationtitle,sitting,snow,leopard,plush,stuffed,animal,toy,newconditonbrand,new,detailseach,item,may,vary,slightly,photographmeasures,sizes,approximate,great,item,gift,perfect,collectors,manufacturers,suggested,age,items,high,quality,shipping,informationprocessing,timeorders,packed,shipped,within,hours,standard,shippingmost,orders,mailed,first,class,priority,mail,exceptions,usually,delivered,within,business,days,combine,shipping,offer,combined,shipping,order,using,combined,shipping,highest,shipping,cost,item,plus,additional,item,large,orders,please,email,message,combined,shipping,cost,may,shipping,discounts,offered,international,shipping,please,message,quotes,exchangesreturns,informationany,items,exchangedreturned,must,received,back,condition,resold,tags,attached,ect,buyers,would,like,return,items,responsible,return,shipping,well,original,shipping,cost,held,responsible,packages,lost,returned,sender,due,incorrectly,typed,addresses,damage,claims,must,reported,hours,delivery","['sitting', 'bean', 'bag', 'snow', 'leopard', 'fiesta', 'pitem', 'descriptionsinformationtitle', 'sitting', 'snow', 'leopard', 'plush', 'stuffed', 'animal', 'toy', 'newconditonbrand', 'new', 'detailseach', 'item', 'may', 'vary', 'slightly', 'photographmeasures', 'sizes', 'approximate', 'great', 'item', 'gift', 'perfect', 'collectors', 'manufacturers', 'suggested', 'age', 'items', 'high', 'quality', 'shipping', 'informationprocessing', 'timeorders', 'packed', 'shipped', 'within', 'hours', 'standard', 'shippingmost', 'orders', 'mailed', 'first', 'class', 'priority', 'mail', 'exceptions', 'usually', 'delivered', 'within', 'business', 'days', 'combine', 'shipping', 'offer', 'combined', 'shipping', 'order', 'using', 'combined', 'shipping', 'highest', 'shipping', 'cost', 'item', 'plus', 'additional', 'item', 'large', 'orders', 'please', 'email', 'message', 'combined', 'shipping', 'cost', 'may', 'shipping', 'discounts', 'offered', 'international', 'shipping', 'please', 'message', 'quotes', 'exchangesreturns', 'informationany', 'items', 'exchangedreturned', 'must', 'received', 'back', 'condition', 'resold', 'tags', 'attached', 'ect', 'buyers', 'would', 'like', 'return', 'items', 'responsible', 'return', 'shipping', 'well', 'original', 'shipping', 'cost', 'held', 'responsible', 'packages', 'lost', 'returned', 'sender', 'due', 'incorrectly', 'typed', 'addresses', 'damage', 'claims', 'must', 'reported', 'hours', 'delivery']",7
1920,"impression,créative,accueil,tapisserie,tenture,décoration,murale,serviette,plage,hpp,impression,créative,accueil,tapisserie,tenture,décoration,murale,serviette,plage,caractéristiques,qualité,marque,nouvelle,haute,quantité,matériel,polyester,type,tapestrythis,magnifique,uvre,art,peut,tre,utilisé,comme,table,tissu,rideaux,mur,hanging,also,idéal,prendre,long,pique,nique,plage,confort,imprimé,main,coton,grande,enfant,free,impressions,merveilleuses,excellent,moyen,ajouter,couleur,lit,plafond,art,easy,mur,transporter,car,léger,occupe,peu,espace,quand,couchez,emballer,drys,rapides,couleurs,vives,indiquées,apr,lavage,suffit,accrocher,extérieur,pendant,quelques,minutes,pouvez,rapidement,utiliser,nouveau,sable,vient,travers,vient,tout,suite,utilisation,presque,tous,party,home,decor,comme,tapisserie,tenture,couvre,lit,décorations,murs,wall,art,couverture,lit,diviseur,chambre,rideau,linge,table,pla,noter,lég,différence,couleur,devrait,tre,acceptable,raison,lumi,écran,taille,contenu,emballage,serviette,plage","['impression', 'créative', 'accueil', 'tapisserie', 'tenture', 'décoration', 'murale', 'serviette', 'plage', 'hpp', 'impression', 'créative', 'accueil', 'tapisserie', 'tenture', 'décoration', 'murale', 'serviette', 'plage', 'caractéristiques', 'qualité', 'marque', 'nouvelle', 'haute', 'quantité', 'matériel', 'polyester', 'type', 'tapestrythis', 'magnifique', 'uvre', 'art', 'peut', 'tre', 'utilisé', 'comme', 'table', 'tissu', 'rideaux', 'mur', 'hanging', 'also', 'idéal', 'prendre', 'long', 'pique', 'nique', 'plage', 'confort', 'imprimé', 'main', 'coton', 'grande', 'enfant', 'free', 'impressions', 'merveilleuses', 'excellent', 'moyen', 'ajouter', 'couleur', 'lit', 'plafond', 'art', 'easy', 'mur', 'transporter', 'car', 'léger', 'occupe', 'peu', 'espace', 'quand', 'couchez', 'emballer', 'drys', 'rapides', 'couleurs', 'vives', 'indiquées', 'apr', 'lavage', 'suffit', 'accrocher', 'extérieur', 'pendant', 'quelques', 'minutes', 'pouvez', 'rapidement', 'utiliser', 'nouveau', 'sable', 'vient', 'travers', 'vient', 'tout', 'suite', 'utilisation', 'presque', 'tous', 'party', 'home', 'decor', 'comme', 'tapisserie', 'tenture', 'couvre', 'lit', 'décorations', 'murs', 'wall', 'art', 'couverture', 'lit', 'diviseur', 'chambre', 'rideau', 'linge', 'table', 'pla', 'noter', 'lég', 'différence', 'couleur', 'devrait', 'tre', 'acceptable', 'raison', 'lumi', 'écran', 'taille', 'contenu', 'emballage', 'serviette', 'plage']",14
1300,"led,nuit,lampe,dji,phantom,pro,vol,nuit,recherche,drone,générique,","['led', 'nuit', 'lampe', 'dji', 'phantom', 'pro', 'vol', 'nuit', 'recherche', 'drone', 'générique']",9
2585,"che,camion,microns,gris,foncé,longueur,largeur,gris,che,type,camion,microns,couleur,gris,foncé,che,camion,microns,gris,foncé,che,surface,laquée,cette,che,haut,gamme,pvc,qualité,professionnelle,cette,che,également,proposée,coloris,vert,gris,anthracite,gris,clair,pourquoi,choisir,che,camion,microns,élevage,utilise,classique,couverture,abri,animaux,utilise,aussi,matériels,agricoles,fourrages,film,timent,pvc,offre,résistance,exceptionnelle,contre,intempéries,vent,pluie,neige,dotée,garantie,usine,ans,anti,fongicide,durée,vie,constatée,ans,minimum,comment,définir,dimensions,che,largeur,correspond,circonférence,arceau,longueur,correspond,distance,entre,premier,dernier,arceau,souhaitez,enterrer,che,prévoyez,che,supplémentaire,largeur,avantages,film,qualité,professionnelle,microns,grande,résistance,affronter,intempéries,film,haute,thermicité,finition,vernis,cleangard,double,face,permettant,meilleur,entretien,che,pendant,phases,utilisation,stockage,souplesse,durable,temps,favoriser,manipulations,enroulage,syst,lowick,caractéristiques,qualité,professionnelle,haute,thermicité,durée,vie,plus,ans,minimum,garantie,ans,anti,couleurs,gris,clair,existe,aussi,vert,gris,foncé,gris,anthracite,polyester,haute,ténacité,dtex,pourrez,fixer,che,aide,clips,fixation,fixation,tés,fait,ficelle,mara,bien,enterrant,che","['che', 'camion', 'microns', 'gris', 'foncé', 'longueur', 'largeur', 'gris', 'che', 'type', 'camion', 'microns', 'couleur', 'gris', 'foncé', 'che', 'camion', 'microns', 'gris', 'foncé', 'che', 'surface', 'laquée', 'cette', 'che', 'haut', 'gamme', 'pvc', 'qualité', 'professionnelle', 'cette', 'che', 'également', 'proposée', 'coloris', 'vert', 'gris', 'anthracite', 'gris', 'clair', 'pourquoi', 'choisir', 'che', 'camion', 'microns', 'élevage', 'utilise', 'classique', 'couverture', 'abri', 'animaux', 'utilise', 'aussi', 'matériels', 'agricoles', 'fourrages', 'film', 'timent', 'pvc', 'offre', 'résistance', 'exceptionnelle', 'contre', 'intempéries', 'vent', 'pluie', 'neige', 'dotée', 'garantie', 'usine', 'ans', 'anti', 'fongicide', 'durée', 'vie', 'constatée', 'ans', 'minimum', 'comment', 'définir', 'dimensions', 'che', 'largeur', 'correspond', 'circonférence', 'arceau', 'longueur', 'correspond', 'distance', 'entre', 'premier', 'dernier', 'arceau', 'souhaitez', 'enterrer', 'che', 'prévoyez', 'che', 'supplémentaire', 'largeur', 'avantages', 'film', 'qualité', 'professionnelle', 'microns', 'grande', 'résistance', 'affronter', 'intempéries', 'film', 'haute', 'thermicité', 'finition', 'vernis', 'cleangard', 'double', 'face', 'permettant', 'meilleur', 'entretien', 'che', 'pendant', 'phases', 'utilisation', 'stockage', 'souplesse', 'durable', 'temps', 'favoriser', 'manipulations', 'enroulage', 'syst', 'lowick', 'caractéristiques', 'qualité', 'professionnelle', 'haute', 'thermicité', 'durée', 'vie', 'plus', 'ans', 'minimum', 'garantie', 'ans', 'anti', 'couleurs', 'gris', 'clair', 'existe', 'aussi', 'vert', 'gris', 'foncé', 'gris', 'anthracite', 'polyester', 'haute', 'ténacité', 'dtex', 'pourrez', 'fixer', 'che', 'aide', 'clips', 'fixation', 'fixation', 'tés', 'fait', 'ficelle', 'mara', 'bien', 'enterrant', 'che']",24
2403,"grottes,han,plus,ancienne,société,anonyme,tourisme,belgique,ans,","['grottes', 'han', 'plus', 'ancienne', 'société', 'anonyme', 'tourisme', 'belgique', 'ans']",19
2220,"matelas,chiens,taille,beige,matelas,chiens,donnera,animaux,compagnie,surface,chaude,confortable,blottir,lit,chiens,face,inférieure,antidérapante,design,élégant,couleur,conviendra,plupart,décors,configurations,coussin,chien,léger,rend,facile,transporter,convient,chiens,aussi,bien,chats,tapis,confortable,chiens,fait,tissu,oxford,enduit,haute,qualité,rend,doux,hydrofuge,durable,couleur,beige,matériau,tissu,oxford,enduit,dimensions,taille,rev,tement,hydrofuge,lavable,main,dessous,antidérapant,idéal,utilisation,intérieur,caisses,chiens,caisses,transport,niches,matériel,polyester","['matelas', 'chiens', 'taille', 'beige', 'matelas', 'chiens', 'donnera', 'animaux', 'compagnie', 'surface', 'chaude', 'confortable', 'blottir', 'lit', 'chiens', 'face', 'inférieure', 'antidérapante', 'design', 'élégant', 'couleur', 'conviendra', 'plupart', 'décors', 'configurations', 'coussin', 'chien', 'léger', 'rend', 'facile', 'transporter', 'convient', 'chiens', 'aussi', 'bien', 'chats', 'tapis', 'confortable', 'chiens', 'fait', 'tissu', 'oxford', 'enduit', 'haute', 'qualité', 'rend', 'doux', 'hydrofuge', 'durable', 'couleur', 'beige', 'matériau', 'tissu', 'oxford', 'enduit', 'dimensions', 'taille', 'rev', 'tement', 'hydrofuge', 'lavable', 'main', 'dessous', 'antidérapant', 'idéal', 'utilisation', 'intérieur', 'caisses', 'chiens', 'caisses', 'transport', 'niches', 'matériel', 'polyester']",17
2220,"ruban,multicolre,topline,plus,vert,ako,topline,plus,garantit,bonne,conductivité,extr,longévité,adaptées,tures,moyennes,longues,conducteurs,tricond,conf,rent,fils,rubans,cordelettes,gamme,topline,plus,conductivité,supérieure,comparaison,conducteurs,usuels,permettant,ainsi,réaliser,tures,plus,longues,transporter,plus,courant,plus,sécurité,garantie,ans","['ruban', 'multicolre', 'topline', 'plus', 'vert', 'ako', 'topline', 'plus', 'garantit', 'bonne', 'conductivité', 'extr', 'longévité', 'adaptées', 'tures', 'moyennes', 'longues', 'conducteurs', 'tricond', 'conf', 'rent', 'fils', 'rubans', 'cordelettes', 'gamme', 'topline', 'plus', 'conductivité', 'supérieure', 'comparaison', 'conducteurs', 'usuels', 'permettant', 'ainsi', 'réaliser', 'tures', 'plus', 'longues', 'transporter', 'plus', 'courant', 'plus', 'sécurité', 'garantie', 'ans']",17
1281,"fun,bricolage,doodling,dessin,magie,peinture,scratch,livre,apprentissage,jouets,education,jouets,scratch,art,magic,paper,peinture,dessin,éducatif,coloré,croquis,caractéristiques,grattent,suffit,rev,tement,noir,bois,dessin,inclus,révéler,couleurs,dessous,heures,plaisir,sans,ges,regarder,écran,électronique,parfait,voyages,voyage,famille,petite,taille,signifie,ultra,portabilité,jetez,sac,dos,sac,poche,créer,chaque,fois,inspiration,sortie,parfaite,pensées,artistiques,enfants,type,livre,art,scratch,matériel,occasions,papier,école,voyage,maison,etc,caractéristiques,fournitures,scolaires,créatif,coloré,taille,non,toxique,approx,notes,raison,lumi,différence,écran,réglage,couleur,élément,peut,tre,lég,rement,différent,images,pla,permettre,lég,différence,dimension,raison,différentes,mesures,manuelles,remercie,contenu,coffret,scratch,art,notebook,dessin,bois","['fun', 'bricolage', 'doodling', 'dessin', 'magie', 'peinture', 'scratch', 'livre', 'apprentissage', 'jouets', 'education', 'jouets', 'scratch', 'art', 'magic', 'paper', 'peinture', 'dessin', 'éducatif', 'coloré', 'croquis', 'caractéristiques', 'grattent', 'suffit', 'rev', 'tement', 'noir', 'bois', 'dessin', 'inclus', 'révéler', 'couleurs', 'dessous', 'heures', 'plaisir', 'sans', 'ges', 'regarder', 'écran', 'électronique', 'parfait', 'voyages', 'voyage', 'famille', 'petite', 'taille', 'signifie', 'ultra', 'portabilité', 'jetez', 'sac', 'dos', 'sac', 'poche', 'créer', 'chaque', 'fois', 'inspiration', 'sortie', 'parfaite', 'pensées', 'artistiques', 'enfants', 'type', 'livre', 'art', 'scratch', 'matériel', 'occasions', 'papier', 'école', 'voyage', 'maison', 'etc', 'caractéristiques', 'fournitures', 'scolaires', 'créatif', 'coloré', 'taille', 'non', 'toxique', 'approx', 'notes', 'raison', 'lumi', 'différence', 'écran', 'réglage', 'couleur', 'élément', 'peut', 'tre', 'lég', 'rement', 'différent', 'images', 'pla', 'permettre', 'lég', 'différence', 'dimension', 'raison', 'différentes', 'mesures', 'manuelles', 'remercie', 'contenu', 'coffret', 'scratch', 'art', 'notebook', 'dessin', 'bois']",8
2583,"kit,entretien,piscine,pcs,kit,entretien,piscine,multifonctionnel,indispensable,propreté,piscine,kit,nettoyage,piscine,composé,matériaux,durables,résistants,corrosion,aspirateur,submergé,idéal,piscines,hors,terre,spas,étangs,fontaines,sac,récupération,feuilles,débris,amovible,réutilisable,écumoire,peut,ramasser,plus,petits,débris,manches,aluminium,sections,permettant,ajuster,facilement,longueur,fonction,besoins,livraison,inclut,écumoire,feuilles,aspirateur,submergé,matériau,abs,longueur,manche,manche,aluminium,sections,utiliser,toutes,piscines,hors,sol,sauf,piscines,parois,acier,livraison,inclut,écumoire,feuilles,aspirateur,submergé","['kit', 'entretien', 'piscine', 'pcs', 'kit', 'entretien', 'piscine', 'multifonctionnel', 'indispensable', 'propreté', 'piscine', 'kit', 'nettoyage', 'piscine', 'composé', 'matériaux', 'durables', 'résistants', 'corrosion', 'aspirateur', 'submergé', 'idéal', 'piscines', 'hors', 'terre', 'spas', 'étangs', 'fontaines', 'sac', 'récupération', 'feuilles', 'débris', 'amovible', 'réutilisable', 'écumoire', 'peut', 'ramasser', 'plus', 'petits', 'débris', 'manches', 'aluminium', 'sections', 'permettant', 'ajuster', 'facilement', 'longueur', 'fonction', 'besoins', 'livraison', 'inclut', 'écumoire', 'feuilles', 'aspirateur', 'submergé', 'matériau', 'abs', 'longueur', 'manche', 'manche', 'aluminium', 'sections', 'utiliser', 'toutes', 'piscines', 'hors', 'sol', 'sauf', 'piscines', 'parois', 'acier', 'livraison', 'inclut', 'écumoire', 'feuilles', 'aspirateur', 'submergé']",23
1300,"drone,pliable,fpv,drone,sac,main,transport,sac,générique,drone,pliable,fpv,drone,sac,transport,sac,sac,drone,pliable,bras,fpv,drone,sac,transport,sac,sac,caractéristique,surface,matériau,composite,haute,résistance,bonne,texture,résistant,usure,utilisation,universelle,soft,grip,portable,faciliter,transport,utilisation,compartiments,raisonnables,peuvent,accueillir,drone,télécommande,piles,autres,accessoires,description,produit,nom,sac,rangement,couleur,noir,convient,drone,emballage,comprenant,sac,rangement,amp,nbsp","['drone', 'pliable', 'fpv', 'drone', 'sac', 'main', 'transport', 'sac', 'générique', 'drone', 'pliable', 'fpv', 'drone', 'sac', 'transport', 'sac', 'sac', 'drone', 'pliable', 'bras', 'fpv', 'drone', 'sac', 'transport', 'sac', 'sac', 'caractéristique', 'surface', 'matériau', 'composite', 'haute', 'résistance', 'bonne', 'texture', 'résistant', 'usure', 'utilisation', 'universelle', 'soft', 'grip', 'portable', 'faciliter', 'transport', 'utilisation', 'compartiments', 'raisonnables', 'peuvent', 'accueillir', 'drone', 'télécommande', 'piles', 'autres', 'accessoires', 'description', 'produit', 'nom', 'sac', 'rangement', 'couleur', 'noir', 'convient', 'drone', 'emballage', 'comprenant', 'sac', 'rangement', 'amp', 'nbsp']",9
2522,"carnet,notes,bloc,notes,cahierla,lanterne,rouge,modeele,traditionnel,chinois,carnets,travail,classique,support,papier,cadeau,tissu,taille,format,caracteistique,excellente,edurabiliteavec,couverture,solide,design,pages,jaune,pale,recto,verso,texture,papier,haute,qualite,erire,facilement,assez,eaisse","['carnet', 'notes', 'bloc', 'notes', 'cahierla', 'lanterne', 'rouge', 'modeele', 'traditionnel', 'chinois', 'carnets', 'travail', 'classique', 'support', 'papier', 'cadeau', 'tissu', 'taille', 'format', 'caracteistique', 'excellente', 'edurabiliteavec', 'couverture', 'solide', 'design', 'pages', 'jaune', 'pale', 'recto', 'verso', 'texture', 'papier', 'haute', 'qualite', 'erire', 'facilement', 'assez', 'eaisse']",21
